date,gross_return,transaction_cost,strategy_return,gross_equity_curve,equity_curve
2021-09-08,0.0015202522144167842,0.0001,0.0014202522144167841,1.0015202522144169,1.0014202522144169
2021-09-09,-0.00269191732627867,0.0,-0.00269191732627867,0.9988242424948619,0.9987245116865945
2021-09-10,0.004130230413401792,0.0,0.004130230413401792,1.0029496167588572,1.0028494740393723
2021-09-13,0.0015948570798664631,0.0,0.0015948570798664631,1.0045491780558944,1.0044488756230845
2021-09-14,9.333017934123334e-05,0.0,9.333017934123334e-05,1.0046429328108395,1.0045426210167856
2021-09-15,-0.0029256697661821374,0.0002,-0.003125669766182137,1.0017036793565062,1.001402752517432
2021-09-16,-0.005486470017662715,0.0,-0.005486470017662715,0.9962078621531343,0.9959085863401402
2021-09-17,0.002180806900714183,0.0,0.002180806900714183,0.9983803991334634,0.9980804706577112
2021-09-20,0.0022395277548420633,0.0,0.0022395277548420633,1.0006162997472132,1.0003156995733151
2021-09-21,0.0017123043751687385,0.0,0.0017123043751687385,1.0023296594151356,1.0020285445222445
2021-09-22,-0.0024522822056178176,0.0002,-0.002652282205617817,0.999871664227189,0.9993708820440871
2021-09-23,0.0016096423402478966,0.0,0.0016096423402478966,1.001481099992743,1.000979511729436
2021-09-24,-0.002520058325608643,0.0,-0.002520058325608643,0.9989573092087666,0.9984569849771385
2021-09-27,-0.001187680062941432,0.0,-0.001187680062941432,0.9977708675288897,0.9972711375223765
2021-09-28,-0.0013143504676639273,0.0,-0.0013143504676639273,0.9964594469225316,0.9959603737363862
2021-09-29,0.006550780053700933,0.0002,0.006350780053700933,1.0029870335917537,1.0022854990121879
2021-09-30,-0.00252132122440607,0.0,-0.00252132122440607,1.0004581810961548,0.999758415310614
2021-10-01,0.002720684306854171,0.0,0.002720684306854171,1.003180111969127,1.002478442341795
2021-10-04,0.0007013095592217855,0.0,0.0007013095592217855,1.0038836517712724,1.0031814900563232
2021-10-05,-0.004712189242883392,0.0,-0.004712189242883392,0.9991531620262892,0.99845430903022
2021-10-06,-0.0009501706972054436,0.0002,-0.0011501706972054436,0.9982037959697116,0.9973059161414749
2021-10-07,0.003063295680384748,0.0,0.003063295680384748,1.0012615893460493,1.000360959046413
2021-10-08,-0.0009843907312659494,0.0,-0.0009843907312659494,1.0002759567179242,0.9993762129904075
2021-10-11,0.0015964044514034993,0.0,0.0015964044514034993,1.0018728017078606,1.000971621625452
2021-10-12,-0.0007695346854920126,0.0,-0.0007695346854920126,1.0011018258364954,1.0002013392434181
2021-10-13,0.0020147076786342756,0.0002,0.0018147076786342755,1.003118753372103,1.0020164122939235
2021-10-14,-0.004273574109886491,0.0,-0.004273574109886491,0.9988318510385504,0.9977342208966629
2021-10-15,-0.0035982069594137304,0.0,-0.0035982069594137304,0.9952378473208594,0.9941441666793873
2021-10-18,0.0005071101659885002,0.0,0.0005071101659885002,0.9957425425508124,0.9946483072927687
2021-10-19,-0.0015103022903039998,0.0,-0.0015103022903039998,0.9942386703082448,0.9931460876762174
2021-10-20,0.0005877230989423499,0.0002,0.00038772309894234995,0.9948230073406467,0.9935311533550337
2021-10-21,0.0017455604201737085,0.0,0.0017455604201737085,0.9965595310073386,0.9952654220125398
2021-10-22,-0.000803404190504109,0.0,-0.000803404190504109,0.9957588909040406,0.9944658216018311
2021-10-25,0.0029392498936352766,0.0,0.0029392498936352766,0.9986856751182167,0.9973888051621983
2021-10-26,-0.0029133515741826877,0.0,-0.0029133515741826877,0.9957761526344974,0.9944830609166068
2021-10-27,0.0005358009878710491,0.0002,0.0003358009878710491,0.9963096904807774,0.9948170093108837
2021-10-28,0.0030648802879151395,0.0,0.0030648802879151395,0.9993632604117909,0.9978660043528034
2021-10-29,0.0039054899888454567,0.0,0.0039054899888454567,1.0032662636205492,1.0017631600430126
2021-11-01,-0.001973383385421368,0.0,-0.001973383385421368,1.0012864346447665,0.9997862972668564
2021-11-02,0.0029649180317820713,0.0,0.0029649180317820713,1.0042551668498236,1.0027505816875515
2021-11-03,0.002269939160327095,0.0002,0.002069939160327095,1.006534764980017,1.0048262143846274
2021-11-04,0.005205451761077296,0.0,0.005205451761077296,1.0117742331449677,1.0100567887718725
2021-11-05,0.0006781705529947946,0.0,0.0006781705529947946,1.0124603886361656,1.0107417795428701
2021-11-08,-0.00020843637250260729,0.0,-0.00020843637250260729,1.0122493550654557,1.0105311041928053
2021-11-09,0.0013674863600187772,0.0,0.0013674863600187772,1.0136335922514454,1.0119129916941638
2021-11-10,0.006349379183055471,0.0002,0.00614937918305547,1.0200695362813326,1.018135628380351
2021-11-11,0.0018881404416793758,0.0,0.0018881404416793758,1.0219955708261104,1.0200580114354105
2021-11-12,-0.00303879340685036,0.0,-0.00303879340685036,1.0188899374236537,1.0169582658756557
2021-11-15,-0.0015381600404841711,0.0,-0.0015381600404841711,1.0173227216362573,1.0153940213082457
2021-11-16,0.002478195008362683,0.0,0.002478195008362683,1.0198438457269103,1.0179103657033732
2021-11-17,-0.0036089860117845874,0.0002,-0.003808986011784587,1.0161632435534773,1.0140331593591585
2021-11-18,-0.001977055205193268,0.0,-0.001977055205193268,1.0141542327234838,1.012028359823209
2021-11-19,0.003390084691548934,0.0,0.003390084691548934,1.0175923014627093,1.015459221673259
2021-11-22,-0.0005229139855031928,0.0,-0.0005229139855031928,1.017060188216734,1.0149282238445378
2021-11-23,0.0018917914927839342,0.0,0.0018917914927839342,1.0189842540284515,1.0168482564241932
2021-11-24,-0.005120415416463753,0.0002,-0.0053204154164637535,1.0137666313449905,1.0114382012845096
2021-11-25,-0.003834487157429045,0.0,-0.003834487157429045,1.009879356216468,1.007559854491151
2021-11-26,0.0037485788123924114,0.0,0.0037485788123924114,1.0136649685742536,1.0113367720139137
2021-11-29,0.0024856562872940025,0.0,0.0024856562872940025,1.0161845912765999,1.0138506076198417
2021-11-30,-0.0018056671970594351,0.0,-0.0018056671970594351,1.0143497000939745,1.0120199308349438
2021-12-01,-0.0017019218119135983,0.0002,-0.0019019218119135984,1.0126233562144764,1.0100951480543976
2021-12-02,0.0012556331859127747,0.0,0.0012556331859127747,1.0138948397053698,1.0113634570432242
2021-12-03,0.0009134511863127415,0.0,0.0009134511863127415,1.014820983149495,1.0122872881928535
2021-12-06,-0.0033505975533952626,0.0,-0.0033505975533952626,1.01142072644622,1.0088955208817014
2021-12-07,-0.0015308384150263478,0.0,-0.0015308384150263478,1.0098724047444223,1.0073510648615878
2021-12-08,-0.0013847664118281423,0.0002,-0.0015847664118281424,1.0084739673581,1.0057546487290758
2021-12-09,0.0013335626329032736,0.0,0.0013335626329032736,1.0098188305572244,1.0070958855464895
2021-12-10,-0.004005906425392092,0.0,-0.004005906425392092,1.0057735908154133,1.0030615536675929
2021-12-13,-0.0006925535162074503,0.0,-0.0006925535162074503,1.0050770387785855,1.0023668798616279
2021-12-14,0.00035940210405622787,0.0,0.00035940210405622787,1.0054382655810612,1.0027271326272864
2021-12-15,0.004985287610124756,0.0002,0.0047852876101247555,1.010450664509208,1.0075254703513836
2021-12-16,-0.00025891616433657564,0.0,-0.00025891616433657564,1.010189042498902,1.0072646057211287
2021-12-17,0.0007537849770378636,0.0,0.0007537849770378636,1.0109505078231058,1.0080238666488233
2021-12-20,0.0041635312268398115,0.0,0.0041635312268398115,1.0151596318312168,1.0122208054950155
2021-12-21,-0.0030351709276188244,0.0,-0.0030351709276188244,1.0120784488297905,1.009148542333846
2021-12-22,-0.0017257102578370988,0.0002,-0.0019257102578370989,1.010331894668909,1.0072052146341923
2021-12-23,0.0020182397956103326,0.0,0.0020182397956103326,1.0123709867055042,1.0092379962807132
2021-12-24,0.0014794807499800555,0.0,0.0014794807499800555,1.0138687700921734,1.0107311444683589
2021-12-27,0.000316905097887199,0.0,0.000316905097887199,1.0141900702740043,1.0110514503206343
2021-12-28,0.0,0.0,0.0,1.0141900702740043,1.0110514503206343
